InteractionID,CustomerID,AgentID,Date,Month,Category,Channel,FirstResponseMinutes,ResolutionHours,FCR,Escalated,SurveySent,CSATScore,NPSSent,NPSScore
INT518767,C11368,A101,2026-07-12,2026-07,Shipping & Delivery,Phone,28.1,7.36,True,False,True,4.5,False,
INT518768,C12167,A105,2026-07-27,2026-07,Shipping & Delivery,Chat,0.5,9.46,True,False,True,5.0,True,7.0
INT518769,C10533,A102,2026-07-20,2026-07,Shipping & Delivery,Chat,2.3,6.26,False,True,False,,False,
INT518770,C10567,A106,2026-07-26,2026-07,Shipping & Delivery,Chat,3.9,5.78,False,False,True,4.0,False,
INT518771,C10749,A110,2026-07-14,2026-07,Shipping & Delivery,Email,11.0,12.1,True,False,True,4.5,False,
INT518772,C10475,A104,2026-07-14,2026-07,Shipping & Delivery,Chat,1.3,10.13,True,True,True,3.5,False,
INT518773,C11716,A117,2026-07-31,2026-07,Shipping & Delivery,Phone,2.2,1.47,False,False,False,,False,
INT518774,C11255,A108,2026-07-07,2026-07,Shipping & Delivery,Chat,0.6,20.34,True,False,False,,False,
INT518775,C11592,A121,2026-07-06,2026-07,Shipping & Delivery,Email,21.0,7.26,False,False,True,4.0,False,
INT518776,C10660,A120,2026-07-02,2026-07,Shipping & Delivery,Chat,0.5,2.2,True,False,True,4.5,False,
INT518777,C10853,A113,2026-07-03,2026-07,Shipping & Delivery,Chat,1.9,8.78,False,False,False,,False,
INT518778,C11163,A115,2026-07-30,2026-07,Shipping & Delivery,Chat,1.7,2.99,True,False,False,,False,
INT518779,C11181,A105,2026-07-06,2026-07,Shipping & Delivery,Chat,0.9,10.73,False,False,True,4.5,False,
INT518780,C11583,A104,2026-07-09,2026-07,Shipping & Delivery,Chat,2.0,3.18,True,False,False,,True,6.0
INT518781,C11383,A105,2026-07-20,2026-07,Shipping & Delivery,Social,7.3,10.69,True,False,True,5.0,False,
INT518782,C11988,A120,2026-07-17,2026-07,Shipping & Delivery,Chat,1.4,3.29,True,False,True,4.0,False,
INT518783,C11866,A116,2026-07-13,2026-07,Shipping & Delivery,Phone,5.5,6.13,False,False,True,4.0,False,
INT518784,C11520,A102,2026-07-06,2026-07,Shipping & Delivery,Social,13.7,7.59,True,False,True,5.0,True,10.0
INT518785,C11105,A102,2026-07-02,2026-07,Shipping & Delivery,Email,20.8,1.16,True,False,True,4.0,True,5.0
INT518786,C11617,A101,2026-07-13,2026-07,Shipping & Delivery,Chat,3.5,4.62,False,False,False,,False,
INT518787,C11864,A102,2026-07-16,2026-07,Shipping & Delivery,Chat,1.1,1.65,True,False,True,5.0,True,7.0
INT518788,C11547,A108,2026-07-15,2026-07,Shipping & Delivery,Email,7.8,4.51,True,False,False,,False,
INT518789,C10970,A118,2026-07-25,2026-07,Shipping & Delivery,Email,22.6,2.16,True,False,True,4.5,False,
INT518790,C11004,A107,2026-07-04,2026-07,Shipping & Delivery,Chat,0.5,22.64,True,False,True,3.5,False,
INT518791,C11481,A117,2026-07-07,2026-07,Shipping & Delivery,Phone,16.6,6.47,True,False,True,4.5,False,
INT518792,C11308,A116,2026-07-06,2026-07,Shipping & Delivery,Chat,2.2,8.71,True,False,True,5.0,False,
INT518793,C10532,A102,2026-07-05,2026-07,Shipping & Delivery,Social,7.5,5.41,True,False,False,,True,6.0
INT518794,C11968,A122,2026-07-12,2026-07,Shipping & Delivery,Chat,5.1,5.52,False,False,False,,False,
INT518795,C10509,A102,2026-07-05,2026-07,Shipping & Delivery,Social,4.9,1.79,True,False,True,5.0,True,7.0
INT518796,C10625,A117,2026-07-11,2026-07,Shipping & Delivery,Chat,2.1,4.05,True,False,True,4.0,False,
INT518797,C11465,A121,2026-07-26,2026-07,Shipping & Delivery,Phone,9.4,3.43,True,False,True,5.0,False,
INT518798,C11828,A120,2026-07-13,2026-07,Shipping & Delivery,Email,10.1,2.25,True,False,False,,False,
INT518799,C11243,A109,2026-07-06,2026-07,Shipping & Delivery,Phone,4.3,6.9,True,False,True,5.0,False,
INT518800,C11795,A106,2026-07-22,2026-07,Shipping & Delivery,Phone,2.7,3.7,True,False,False,,False,
INT518801,C11543,A103,2026-07-09,2026-07,Shipping & Delivery,Chat,3.7,11.77,True,False,True,5.0,True,8.0
INT518802,C11952,A117,2026-07-28,2026-07,Shipping & Delivery,Phone,10.0,6.53,True,False,False,,False,
INT518803,C11084,A112,2026-07-23,2026-07,Shipping & Delivery,Social,29.2,10.22,False,False,False,,False,
INT518804,C12110,A101,2026-07-13,2026-07,Shipping & Delivery,Chat,1.3,12.6,True,False,True,4.5,True,9.0
INT518805,C11425,A107,2026-07-11,2026-07,Shipping & Delivery,Email,3.1,3.75,True,False,False,,False,
INT518806,C11224,A102,2026-07-15,2026-07,Shipping & Delivery,Chat,2.4,1.7,True,False,True,4.5,False,
INT518807,C10368,A122,2026-07-22,2026-07,Shipping & Delivery,Phone,9.2,8.51,True,False,True,3.5,False,
INT518808,C10686,A109,2026-07-02,2026-07,Shipping & Delivery,Chat,2.0,7.08,True,False,True,5.0,True,6.0
INT518809,C11910,A108,2026-07-29,2026-07,Shipping & Delivery,Phone,27.1,8.79,True,False,False,,False,
INT518810,C10513,A118,2026-07-03,2026-07,Shipping & Delivery,Chat,2.7,2.18,True,False,True,5.0,False,
INT518811,C12108,A117,2026-07-27,2026-07,Shipping & Delivery,Chat,0.8,7.68,True,False,True,5.0,False,
INT518812,C10140,A109,2026-07-10,2026-07,Shipping & Delivery,Email,5.3,8.66,True,False,False,,True,9.0
INT518813,C10391,A104,2026-07-03,2026-07,Shipping & Delivery,Chat,1.4,3.18,True,False,False,,False,
INT518814,C11976,A102,2026-07-20,2026-07,Shipping & Delivery,Phone,6.2,3.31,False,False,True,4.0,False,
INT518815,C11470,A113,2026-07-25,2026-07,Shipping & Delivery,Chat,1.0,14.47,True,True,True,3.5,True,7.0
INT518816,C10266,A116,2026-07-12,2026-07,Shipping & Delivery,Chat,2.6,10.28,True,False,True,4.5,False,
INT518817,C11450,A112,2026-07-19,2026-07,Shipping & Delivery,Chat,2.0,10.31,True,False,False,,False,
INT518818,C12107,A103,2026-07-26,2026-07,Shipping & Delivery,Phone,40.3,5.12,False,False,True,5.0,False,
INT518819,C10685,A111,2026-07-15,2026-07,Shipping & Delivery,Phone,5.6,1.74,True,False,True,4.5,False,
INT518820,C10687,A114,2026-07-20,2026-07,Shipping & Delivery,Phone,2.8,7.92,False,False,True,4.0,False,
INT518821,C10716,A108,2026-07-30,2026-07,Shipping & Delivery,Chat,3.4,0.72,False,False,False,,False,
INT518822,C12138,A116,2026-07-01,2026-07,Shipping & Delivery,Phone,14.1,6.48,True,False,True,5.0,True,7.0
INT518823,C10353,A103,2026-07-25,2026-07,Shipping & Delivery,Chat,0.5,10.56,True,False,False,,False,
INT518824,C10643,A113,2026-07-08,2026-07,Shipping & Delivery,Email,11.8,4.71,True,False,False,,False,
INT518825,C10367,A107,2026-07-25,2026-07,Shipping & Delivery,Email,8.6,6.71,True,False,False,,False,
INT518826,C10412,A104,2026-07-09,2026-07,Shipping & Delivery,Chat,1.3,1.76,True,False,False,,False,
INT518827,C11465,A118,2026-07-26,2026-07,Shipping & Delivery,Chat,0.7,5.16,True,False,False,,False,
INT518828,C11913,A110,2026-07-18,2026-07,Shipping & Delivery,Phone,4.0,2.11,True,False,False,,False,
INT518829,C11955,A109,2026-07-12,2026-07,Shipping & Delivery,Email,24.8,5.32,True,False,False,,False,
INT518830,C10768,A122,2026-07-19,2026-07,Shipping & Delivery,Phone,12.4,7.17,True,False,False,,True,9.0
INT518831,C11496,A102,2026-07-13,2026-07,Shipping & Delivery,Phone,6.3,2.13,False,True,False,,False,
INT518832,C10721,A102,2026-07-24,2026-07,Shipping & Delivery,Email,19.1,15.06,True,False,False,,True,10.0
INT518833,C12003,A102,2026-07-06,2026-07,Shipping & Delivery,Phone,20.5,11.04,True,False,False,,True,9.0
INT518834,C10121,A120,2026-07-20,2026-07,Shipping & Delivery,Chat,1.6,7.43,True,False,False,,False,
INT518835,C10261,A119,2026-07-03,2026-07,Shipping & Delivery,Email,18.2,5.03,True,False,True,5.0,False,
INT518836,C10248,A112,2026-07-11,2026-07,Shipping & Delivery,Chat,2.0,10.25,True,False,True,4.5,True,8.0
INT518837,C10061,A106,2026-07-20,2026-07,Shipping & Delivery,Phone,8.7,7.98,True,False,False,,True,6.0
INT518838,C10249,A105,2026-07-15,2026-07,Shipping & Delivery,Phone,21.8,3.63,True,False,False,,False,
INT518839,C11675,A106,2026-07-19,2026-07,Shipping & Delivery,Email,11.5,3.45,True,False,True,5.0,False,
INT518840,C11617,A108,2026-07-10,2026-07,Shipping & Delivery,Chat,0.7,5.65,False,False,True,4.0,False,
INT518841,C11626,A110,2026-07-05,2026-07,Shipping & Delivery,Email,12.2,3.91,False,False,False,,True,5.0
INT518842,C11142,A103,2026-07-05,2026-07,Shipping & Delivery,Email,23.5,1.48,True,False,True,5.0,False,
INT518843,C11116,A120,2026-07-18,2026-07,Shipping & Delivery,Chat,1.6,11.62,True,False,False,,False,
INT518844,C10070,A115,2026-07-15,2026-07,Shipping & Delivery,Phone,25.7,13.38,True,False,True,4.5,False,
INT518845,C12066,A118,2026-07-16,2026-07,Shipping & Delivery,Email,20.1,4.22,True,False,True,4.0,True,10.0
INT518846,C10102,A112,2026-07-16,2026-07,Shipping & Delivery,Chat,2.2,10.12,True,False,False,,False,
INT518847,C12166,A109,2026-07-16,2026-07,Shipping & Delivery,Chat,2.1,6.93,False,False,True,4.5,False,
INT518848,C10578,A107,2026-07-09,2026-07,Shipping & Delivery,Phone,21.7,4.49,False,False,True,5.0,False,
INT518849,C11451,A102,2026-07-12,2026-07,Shipping & Delivery,Email,14.5,4.08,False,False,False,,False,
INT518850,C11686,A113,2026-07-27,2026-07,Shipping & Delivery,Chat,2.4,2.93,False,False,False,,False,
INT518851,C10672,A105,2026-07-29,2026-07,Shipping & Delivery,Social,36.7,16.78,True,False,True,5.0,False,
INT518852,C11300,A108,2026-07-01,2026-07,Shipping & Delivery,Chat,1.1,4.59,True,True,False,,False,
INT518853,C11453,A112,2026-07-07,2026-07,Shipping & Delivery,Chat,2.0,1.91,True,False,True,4.0,False,
INT518854,C10985,A103,2026-07-10,2026-07,Shipping & Delivery,Social,9.5,4.23,True,False,False,,True,10.0
INT518855,C10056,A121,2026-07-24,2026-07,Shipping & Delivery,Chat,1.8,5.32,True,False,True,4.0,False,
INT518856,C10878,A120,2026-07-16,2026-07,Shipping & Delivery,Email,3.1,0.8,False,False,False,,False,
INT518857,C10034,A105,2026-07-28,2026-07,Shipping & Delivery,Phone,2.4,5.99,True,False,True,4.5,False,
INT518858,C12023,A119,2026-07-27,2026-07,Shipping & Delivery,Phone,8.5,8.09,True,False,False,,False,
INT518859,C10413,A116,2026-07-28,2026-07,Shipping & Delivery,Chat,0.5,3.02,True,False,True,5.0,False,
INT518860,C10870,A116,2026-07-13,2026-07,Shipping & Delivery,Chat,2.6,5.0,False,False,False,,True,9.0
INT518861,C12008,A114,2026-07-01,2026-07,Shipping & Delivery,Chat,2.0,2.1,True,False,False,,False,
INT518862,C11053,A111,2026-07-16,2026-07,Shipping & Delivery,Social,3.9,7.07,False,False,True,4.5,False,
INT518863,C10422,A107,2026-07-11,2026-07,Shipping & Delivery,Chat,2.2,2.95,True,False,False,,False,
INT518864,C11335,A118,2026-07-02,2026-07,Shipping & Delivery,Phone,22.9,13.47,True,False,True,5.0,True,8.0
INT518865,C12125,A106,2026-07-16,2026-07,Shipping & Delivery,Email,7.3,3.64,True,False,False,,False,
INT518866,C11023,A121,2026-07-07,2026-07,Shipping & Delivery,Phone,17.4,9.61,True,False,False,,False,
INT518867,C11371,A119,2026-07-27,2026-07,Shipping & Delivery,Chat,3.0,8.53,True,False,True,5.0,False,
INT518868,C11728,A122,2026-07-28,2026-07,Shipping & Delivery,Chat,0.5,6.25,False,False,True,4.0,False,
INT518869,C10892,A110,2026-07-18,2026-07,Shipping & Delivery,Chat,0.5,7.98,False,False,False,,True,4.0
INT518870,C11012,A106,2026-07-08,2026-07,Shipping & Delivery,Phone,17.3,4.44,True,False,False,,False,
INT518871,C10492,A117,2026-07-09,2026-07,Shipping & Delivery,Email,9.7,6.61,False,True,True,3.5,False,
INT518872,C11210,A122,2026-07-07,2026-07,Shipping & Delivery,Chat,2.2,3.06,True,False,True,4.0,True,10.0
INT518873,C11553,A107,2026-07-15,2026-07,Shipping & Delivery,Chat,0.5,4.99,False,True,True,4.0,False,
INT518874,C10706,A122,2026-07-27,2026-07,Shipping & Delivery,Phone,18.3,1.52,True,False,False,,False,
INT518875,C11136,A105,2026-07-06,2026-07,Shipping & Delivery,Phone,6.4,6.23,True,False,False,,False,
INT518876,C10323,A119,2026-07-14,2026-07,Shipping & Delivery,Phone,10.8,6.45,True,False,True,4.0,False,
INT518877,C11183,A122,2026-07-20,2026-07,Shipping & Delivery,Email,9.0,0.3,False,False,True,4.0,False,
INT518878,C11334,A103,2026-07-11,2026-07,Shipping & Delivery,Email,40.5,4.88,False,False,True,5.0,True,7.0
INT518879,C11680,A117,2026-07-27,2026-07,Shipping & Delivery,Phone,4.1,3.36,True,False,True,4.0,False,
INT518880,C11639,A103,2026-07-05,2026-07,Shipping & Delivery,Email,9.7,6.29,True,False,False,,False,
INT518881,C12123,A112,2026-07-24,2026-07,Shipping & Delivery,Phone,4.5,9.47,True,False,True,4.5,True,9.0
INT518882,C10663,A113,2026-07-13,2026-07,Shipping & Delivery,Phone,10.0,10.04,True,False,True,5.0,False,
INT518883,C10808,A118,2026-07-31,2026-07,Shipping & Delivery,Chat,1.0,7.44,True,False,True,5.0,False,
INT518884,C10326,A120,2026-07-25,2026-07,Shipping & Delivery,Phone,24.4,2.36,True,False,True,5.0,False,
INT518885,C11075,A117,2026-07-16,2026-07,Shipping & Delivery,Phone,12.7,3.68,False,False,True,5.0,False,
INT518886,C11472,A107,2026-07-17,2026-07,Shipping & Delivery,Email,5.4,0.53,True,False,True,5.0,False,
INT518887,C11473,A110,2026-07-20,2026-07,Shipping & Delivery,Email,21.6,2.48,True,False,False,,True,8.0
INT518888,C11482,A113,2026-07-17,2026-07,Shipping & Delivery,Chat,0.5,7.35,True,False,False,,False,
INT518889,C11102,A115,2026-07-22,2026-07,Shipping & Delivery,Chat,2.2,2.28,True,False,False,,True,6.0
INT518890,C10390,A113,2026-07-22,2026-07,Shipping & Delivery,Social,20.1,9.27,True,False,True,4.5,True,7.0
INT518891,C11124,A114,2026-07-26,2026-07,Shipping & Delivery,Phone,8.4,3.74,True,False,False,,False,
INT518892,C11888,A119,2026-07-01,2026-07,Shipping & Delivery,Email,8.2,3.18,True,False,False,,True,7.0
INT518893,C11221,A120,2026-07-24,2026-07,Shipping & Delivery,Chat,1.7,2.62,True,False,False,,False,
INT518894,C11025,A122,2026-07-20,2026-07,Shipping & Delivery,Phone,1.7,9.03,True,False,False,,False,
INT518895,C10439,A103,2026-07-24,2026-07,Shipping & Delivery,Phone,9.3,2.64,True,True,True,4.5,False,
INT518896,C10918,A120,2026-07-09,2026-07,Shipping & Delivery,Chat,1.5,4.08,True,True,True,4.0,True,8.0
INT518897,C11574,A111,2026-07-27,2026-07,Shipping & Delivery,Chat,1.2,3.3,True,False,True,4.5,False,
INT518898,C10457,A115,2026-07-12,2026-07,Shipping & Delivery,Phone,2.0,6.82,False,False,False,,True,1.0
INT518899,C11349,A108,2026-07-13,2026-07,Shipping & Delivery,Phone,1.1,11.02,True,False,True,4.5,False,
INT518900,C10972,A121,2026-07-05,2026-07,Shipping & Delivery,Phone,15.0,3.72,True,False,True,5.0,False,
INT518901,C11639,A105,2026-07-23,2026-07,Shipping & Delivery,Email,10.9,0.71,True,False,True,5.0,False,
INT518902,C11872,A116,2026-07-29,2026-07,Shipping & Delivery,Phone,13.3,6.61,True,False,False,,False,
INT518903,C10442,A111,2026-07-11,2026-07,Shipping & Delivery,Phone,15.0,8.54,True,False,False,,False,
INT518904,C11149,A107,2026-07-11,2026-07,Shipping & Delivery,Phone,14.2,6.31,True,False,False,,False,
INT518905,C10044,A102,2026-07-13,2026-07,Shipping & Delivery,Email,6.0,6.88,True,False,True,4.0,False,
INT518906,C11465,A107,2026-07-07,2026-07,Shipping & Delivery,Email,6.3,3.88,True,False,True,5.0,False,
INT518907,C10640,A120,2026-07-19,2026-07,Shipping & Delivery,Email,29.3,7.03,True,False,False,,False,
INT518908,C11728,A105,2026-07-09,2026-07,Shipping & Delivery,Email,19.6,7.29,True,False,True,5.0,True,7.0
INT518909,C11118,A104,2026-07-23,2026-07,Shipping & Delivery,Phone,8.6,7.67,True,True,True,4.5,False,
INT518910,C11976,A133,2026-07-27,2026-07,Returns & Refunds,Chat,0.6,7.22,True,True,True,4.5,False,
INT518911,C10679,A140,2026-07-26,2026-07,Returns & Refunds,Social,9.8,7.15,True,True,True,5.0,False,
INT518912,C12123,A133,2026-07-18,2026-07,Returns & Refunds,Chat,2.5,5.39,True,False,False,,False,
INT518913,C11640,A139,2026-07-31,2026-07,Returns & Refunds,Phone,35.0,7.27,True,False,False,,False,
INT518914,C11023,A140,2026-07-26,2026-07,Returns & Refunds,Email,61.2,6.95,False,False,False,,True,7.0
INT518915,C11780,A134,2026-07-08,2026-07,Returns & Refunds,Email,8.5,7.16,True,False,True,5.0,False,
INT518916,C11003,A138,2026-07-14,2026-07,Returns & Refunds,Chat,1.0,9.28,True,False,True,4.5,False,
INT518917,C10532,A134,2026-07-31,2026-07,Returns & Refunds,Email,16.4,3.34,True,False,False,,False,
INT518918,C11128,A135,2026-07-27,2026-07,Returns & Refunds,Social,21.4,1.49,True,False,True,5.0,True,8.0
INT518919,C11608,A138,2026-07-05,2026-07,Returns & Refunds,Chat,4.0,10.68,True,False,True,4.5,False,
INT518920,C11360,A136,2026-07-13,2026-07,Returns & Refunds,Chat,0.8,3.02,True,False,True,4.0,False,
INT518921,C10532,A137,2026-07-31,2026-07,Returns & Refunds,Chat,1.1,4.18,False,False,False,,True,7.0
INT518922,C10960,A141,2026-07-22,2026-07,Returns & Refunds,Phone,21.8,8.03,True,False,True,4.5,True,7.0
INT518923,C10126,A139,2026-07-07,2026-07,Returns & Refunds,Chat,0.7,6.46,True,False,True,4.5,False,
INT518924,C11506,A133,2026-07-22,2026-07,Returns & Refunds,Email,7.6,3.61,True,False,False,,False,
INT518925,C11480,A140,2026-07-07,2026-07,Returns & Refunds,Chat,2.3,6.4,True,False,True,4.5,False,
INT518926,C10992,A139,2026-07-19,2026-07,Returns & Refunds,Chat,3.0,1.47,True,False,True,5.0,True,9.0
INT518927,C11360,A139,2026-07-09,2026-07,Returns & Refunds,Phone,10.3,1.19,True,False,True,4.5,False,
INT518928,C11103,A139,2026-07-12,2026-07,Returns & Refunds,Chat,1.7,5.24,True,False,False,,False,
INT518929,C10322,A138,2026-07-14,2026-07,Returns & Refunds,Phone,11.1,9.81,True,False,True,5.0,False,
INT518930,C10631,A133,2026-07-19,2026-07,Returns & Refunds,Phone,22.5,5.18,True,False,True,5.0,False,
INT518931,C11919,A134,2026-07-17,2026-07,Returns & Refunds,Chat,2.5,10.13,True,False,False,,False,
INT518932,C10532,A135,2026-07-26,2026-07,Returns & Refunds,Social,9.0,15.24,True,True,False,,False,
INT518933,C11123,A137,2026-07-15,2026-07,Returns & Refunds,Social,43.6,6.81,True,False,True,4.5,True,6.0
INT518934,C10662,A133,2026-07-14,2026-07,Returns & Refunds,Email,13.9,17.36,True,False,False,,False,
INT518935,C10676,A135,2026-07-12,2026-07,Returns & Refunds,Email,11.9,6.35,False,False,False,,False,
INT518936,C11091,A139,2026-07-25,2026-07,Returns & Refunds,Chat,6.2,5.34,False,False,True,4.5,False,
INT518937,C12125,A136,2026-07-31,2026-07,Returns & Refunds,Phone,6.1,2.47,True,False,True,3.5,False,
INT518938,C11742,A139,2026-07-27,2026-07,Returns & Refunds,Chat,0.5,8.53,False,False,False,,False,
INT518939,C11453,A138,2026-07-13,2026-07,Returns & Refunds,Chat,5.0,2.61,True,False,True,5.0,False,
INT518940,C10858,A137,2026-07-05,2026-07,Returns & Refunds,Email,18.2,7.72,False,False,True,3.5,False,
INT518941,C10268,A136,2026-07-10,2026-07,Returns & Refunds,Chat,1.0,3.29,True,False,False,,False,
INT518942,C10537,A133,2026-07-26,2026-07,Returns & Refunds,Email,26.8,1.7,True,False,False,,True,6.0
INT518943,C11831,A135,2026-07-04,2026-07,Returns & Refunds,Chat,1.5,7.53,True,False,True,4.5,True,8.0
INT518944,C11054,A134,2026-07-15,2026-07,Returns & Refunds,Chat,4.8,6.71,True,False,True,5.0,False,
INT518945,C10632,A138,2026-07-09,2026-07,Returns & Refunds,Phone,15.3,4.09,False,False,True,4.5,True,10.0
INT518946,C11839,A133,2026-07-09,2026-07,Returns & Refunds,Email,45.8,6.2,False,False,True,5.0,False,
INT518947,C11879,A133,2026-07-04,2026-07,Returns & Refunds,Chat,1.3,14.94,True,False,True,5.0,False,
INT518948,C10792,A141,2026-07-14,2026-07,Returns & Refunds,Chat,3.8,21.77,True,False,True,5.0,False,
INT518949,C11334,A138,2026-07-15,2026-07,Returns & Refunds,Phone,13.2,4.41,True,False,False,,False,
INT518950,C10532,A134,2026-07-23,2026-07,Returns & Refunds,Email,15.9,4.17,False,False,False,,False,
INT518951,C10106,A137,2026-07-06,2026-07,Returns & Refunds,Phone,39.1,2.48,True,True,False,,True,8.0
INT518952,C10859,A135,2026-07-06,2026-07,Returns & Refunds,Phone,1.7,7.77,True,False,True,5.0,False,
INT518953,C11399,A134,2026-07-31,2026-07,Returns & Refunds,Chat,6.9,5.8,True,False,False,,False,
INT518954,C10532,A139,2026-07-23,2026-07,Returns & Refunds,Phone,2.6,5.79,True,False,True,4.5,False,
INT518955,C11310,A140,2026-07-16,2026-07,Returns & Refunds,Chat,0.6,11.08,True,False,False,,False,
INT518956,C10127,A139,2026-07-03,2026-07,Returns & Refunds,Social,16.0,3.21,False,True,False,,False,
INT518957,C11335,A138,2026-07-26,2026-07,Returns & Refunds,Email,18.7,12.48,True,False,False,,False,
INT518958,C10679,A134,2026-07-30,2026-07,Returns & Refunds,Chat,2.4,1.8,True,False,False,,False,
INT518959,C12048,A141,2026-07-07,2026-07,Returns & Refunds,Phone,12.0,8.87,True,False,True,5.0,False,
INT518960,C10121,A138,2026-07-04,2026-07,Returns & Refunds,Chat,2.6,8.34,True,False,False,,False,
INT518961,C11909,A133,2026-07-19,2026-07,Returns & Refunds,Chat,4.4,7.98,True,False,False,,False,
INT518962,C11172,A139,2026-07-08,2026-07,Returns & Refunds,Chat,1.0,12.59,True,False,True,4.0,False,
INT518963,C12092,A141,2026-07-01,2026-07,Returns & Refunds,Chat,3.8,3.85,False,False,True,5.0,False,
INT518964,C10183,A139,2026-07-08,2026-07,Returns & Refunds,Email,11.7,12.11,True,False,True,5.0,True,3.0
INT518965,C11971,A139,2026-07-01,2026-07,Returns & Refunds,Chat,2.4,14.14,True,False,True,5.0,False,
INT518966,C10798,A139,2026-07-24,2026-07,Returns & Refunds,Chat,0.7,7.68,True,False,True,5.0,False,
INT518967,C10509,A140,2026-07-07,2026-07,Returns & Refunds,Phone,5.4,13.81,True,False,True,4.0,False,
INT518968,C10485,A138,2026-07-24,2026-07,Returns & Refunds,Chat,5.0,0.98,True,False,True,4.5,False,
INT518969,C11023,A141,2026-07-23,2026-07,Returns & Refunds,Social,30.5,9.58,True,False,True,5.0,False,
INT518970,C10877,A135,2026-07-03,2026-07,Returns & Refunds,Social,23.2,10.32,True,False,True,4.0,False,
INT518971,C10816,A135,2026-07-03,2026-07,Returns & Refunds,Chat,2.1,9.6,False,False,True,5.0,False,
INT518972,C11480,A136,2026-07-21,2026-07,Returns & Refunds,Chat,1.7,21.24,True,False,True,5.0,False,
INT518973,C11256,A134,2026-07-13,2026-07,Returns & Refunds,Email,13.0,7.05,True,False,True,4.0,False,
INT518974,C11531,A139,2026-07-07,2026-07,Returns & Refunds,Social,45.0,9.58,True,False,False,,False,
INT518975,C11352,A138,2026-07-15,2026-07,Returns & Refunds,Chat,1.8,4.18,True,False,True,4.5,False,
INT518976,C11520,A137,2026-07-12,2026-07,Returns & Refunds,Phone,5.1,4.75,False,False,True,4.5,False,
INT518977,C11881,A139,2026-07-07,2026-07,Returns & Refunds,Phone,5.2,3.83,True,True,True,3.5,False,
INT518978,C11075,A137,2026-07-21,2026-07,Returns & Refunds,Social,6.4,3.08,False,False,True,4.5,False,
INT518979,C10162,A138,2026-07-06,2026-07,Returns & Refunds,Social,21.9,3.39,True,False,False,,False,
INT518980,C11210,A138,2026-07-16,2026-07,Returns & Refunds,Chat,1.8,7.08,True,False,False,,False,
INT518981,C11555,A140,2026-07-19,2026-07,Returns & Refunds,Chat,1.8,8.38,True,False,True,4.5,True,10.0
INT518982,C10532,A133,2026-07-05,2026-07,Returns & Refunds,Chat,1.5,6.49,False,False,True,4.0,False,
INT518983,C11770,A134,2026-07-18,2026-07,Returns & Refunds,Chat,4.8,7.2,True,False,False,,False,
INT518984,C10265,A135,2026-07-21,2026-07,Returns & Refunds,Chat,5.2,7.91,True,False,True,4.5,False,
INT518985,C10002,A139,2026-07-09,2026-07,Returns & Refunds,Email,18.4,9.68,False,False,False,,False,
INT518986,C11268,A141,2026-07-23,2026-07,Returns & Refunds,Email,8.0,11.24,True,False,True,5.0,False,
INT518987,C11005,A136,2026-07-17,2026-07,Returns & Refunds,Phone,12.2,2.5,True,False,True,4.0,True,7.0
INT518988,C11105,A138,2026-07-15,2026-07,Returns & Refunds,Chat,1.1,15.46,True,False,False,,False,
INT518989,C10672,A141,2026-07-14,2026-07,Returns & Refunds,Chat,6.3,10.76,True,False,True,3.0,False,
INT518990,C12034,A137,2026-07-04,2026-07,Returns & Refunds,Social,11.6,4.23,True,False,True,4.0,False,
INT518991,C11337,A136,2026-07-21,2026-07,Returns & Refunds,Chat,1.9,10.02,True,False,True,4.5,False,
INT518992,C11674,A138,2026-07-14,2026-07,Returns & Refunds,Social,25.4,5.95,False,True,False,,False,
INT518993,C11729,A134,2026-07-31,2026-07,Returns & Refunds,Phone,3.8,3.41,True,False,False,,False,
INT518994,C10335,A137,2026-07-07,2026-07,Returns & Refunds,Chat,1.4,3.4,False,False,True,5.0,False,
INT518995,C10532,A136,2026-07-11,2026-07,Returns & Refunds,Social,18.5,13.41,True,False,False,,False,
INT518996,C11187,A133,2026-07-11,2026-07,Returns & Refunds,Email,13.5,7.95,True,False,False,,False,
INT518997,C10131,A135,2026-07-30,2026-07,Returns & Refunds,Phone,20.6,3.41,True,False,True,4.0,True,5.0
INT518998,C10532,A135,2026-07-04,2026-07,Returns & Refunds,Social,12.4,2.3,True,False,False,,True,4.0
INT518999,C11955,A137,2026-07-15,2026-07,Returns & Refunds,Phone,12.7,7.05,True,False,True,5.0,False,
INT519000,C10790,A136,2026-07-13,2026-07,Returns & Refunds,Chat,0.5,15.6,True,False,False,,False,
INT519001,C10347,A139,2026-07-14,2026-07,Returns & Refunds,Chat,1.5,5.91,True,False,False,,False,
INT519002,C10499,A118,2026-07-09,2026-07,Product Quality,Phone,12.2,19.61,True,False,True,4.0,False,
INT519003,C11913,A112,2026-07-22,2026-07,Product Quality,Phone,16.6,6.45,True,False,True,5.0,False,
INT519004,C11866,A119,2026-07-22,2026-07,Product Quality,Chat,3.1,8.51,True,False,False,,True,6.0
INT519005,C11511,A104,2026-07-08,2026-07,Product Quality,Chat,2.1,5.21,False,False,False,,False,
INT519006,C10706,A110,2026-07-05,2026-07,Product Quality,Chat,0.7,8.77,True,False,True,4.5,True,6.0
INT519007,C10752,A104,2026-07-16,2026-07,Product Quality,Email,14.7,1.96,False,False,True,4.0,False,
